@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-V-R11,8,5,7,4,3,6,2,9,1,10,12'

@attribute alcohol numeric
@attribute density numeric
@attribute chlorides numeric
@attribute totalsulfur numeric
@attribute residualsugar numeric
@attribute citricacid numeric
@attribute freesulfur numeric
@attribute volacid numeric
@attribute pH numeric
@attribute fixedacid numeric
@attribute sulphates numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
9.4,0.9932,0.044,68,2.2,0.21,15,0.32,3.17,6.8,0.39,6
8.7,0.9976,0.047,178,11,0.62,66,0.39,3.16,7.2,0.5,5
8.9,0.9962,0.081,126,10,0.58,34,0.21,2.95,6.3,0.46,5
9.4,0.9956,0.039,141,9,0.32,54,0.14,3.22,7,0.43,6
9.4,0.9932,0.044,68,2.2,0.21,15,0.32,3.17,6.8,0.39,6
9.6,0.9992,0.047,182,18.15,0.53,59,0.29,3.09,7.2,0.52,5
10,0.9937,0.036,200,3.4,0.34,34,0.38,3.14,6.5,0.76,5
12.5,0.99,0.023,86,2,0.29,19,0.24,3.25,6.6,0.45,6
9.4,0.9938,0.03,102,4.5,0.22,30,0.16,3.24,5.5,0.36,6
9.5,0.9965,0.029,227,11,0.51,55,0.24,3.03,7,0.61,5
10.5,0.9927,0.037,115,1.5,0.28,29,0.22,3.11,7,0.55,6
9.2,0.994,0.073,165,1.7,0.13,21,0.55,2.97,7.1,0.58,6
9.2,0.9964,0.043,172,8.9,0.34,31,0.47,3.22,6.7,0.6,5
10.6,0.9917,0.047,104,1.3,0.41,45,0.36,3.33,5.9,0.51,6
9.5,0.9972,0.044,137,13.3,0.24,41,0.25,3.34,5.8,0.42,5
9.2,0.9964,0.043,172,8.9,0.34,31,0.47,3.22,6.7,0.6,5
9.6,0.9954,0.346,200,6.6,0.3,79,0.37,3.29,6.2,0.58,5
9.7,0.993,0.028,117,1.5,0.38,36,0.18,3.47,6.2,0.54,6
9.7,0.9928,0.025,117,1.5,0.37,43,0.16,3.46,6,0.51,6
12.1,0.9899,0.035,70,1,0.36,8,0.28,3.09,7,0.46,6
12.7,0.9898,0.032,65,1.6,0.39,12,0.23,3.25,7.1,0.4,7
9.9,0.996,0.039,182,8.9,0.26,42,0.19,3.18,7.8,0.46,6
10.7,0.994,0.04,103,4.7,0.38,27,0.2,3.37,6.8,0.58,6
10,0.992,0.04,174,1,0.34,13,0.335,3.27,5.7,0.66,5
9.5,0.999,0.045,200,16.7,0.54,54,0.28,3.08,7.2,0.49,6
9.6,0.9975,0.038,164,14.2,0.58,51,0.19,3.12,6.8,0.48,6
9.9,0.9937,0.038,210,2.25,0.3,8,0.3,3.2,6.4,0.62,6
9.9,0.9937,0.037,210,2.25,0.29,8,0.3,3.19,6.5,0.62,5
8.9,0.998,0.053,140,12.2,0.31,46,0.18,3.06,7.8,0.53,6
8.9,0.998,0.053,140,12.2,0.31,46,0.18,3.06,7.8,0.53,6
12,0.9907,0.039,152,3.5,0.28,55,0.62,3.44,5.9,0.44,6
10,0.9938,0.048,170,1.9,0.27,40,0.24,3.64,6,0.54,7
10,0.9921,0.041,138,1.3,0.12,62,0.27,3.21,6.7,0.42,6
11,0.9931,0.04,141,5.2,0.36,31,0.26,3.16,7.3,0.59,6
10.3,0.9952,0.036,115,9,0.32,34,0.28,3.17,7.8,0.39,7
10.8,0.9918,0.05,78,1.9,0.28,20,0.13,3.43,5.9,0.64,6
9.8,0.9942,0.039,143,2.1,0.26,8,0.19,3.05,7.9,0.74,5
9.8,0.9942,0.039,143,2.1,0.26,8,0.19,3.05,7.9,0.74,5
11.4,0.9901,0.038,101,1.3,0.4,22,0.25,3.03,6.9,0.39,6
11.2,0.9898,0.033,96,1.7,0.32,22,0.36,3.03,5.8,0.38,6
11.4,0.9902,0.038,72,1,0.37,6,0.35,3.37,5.6,0.34,5
9.2,0.9934,0.114,140,3.3,0.39,24,0.32,3.09,5.9,0.45,6
12.2,0.9896,0.031,104,1.6,0.02,24,0.36,3.44,5.2,0.35,6
9.7,0.9947,0.048,103,4.9,0.35,31,0.1,3.43,6.4,0.79,6
9.3,0.9945,0.186,150,4,0.48,64,0.18,3.06,6.4,0.4,5
9,0.9976,0.067,178,13.2,0.36,53,0.25,3.01,7.4,0.48,6
9,0.9976,0.067,178,13.2,0.36,53,0.25,3.01,7.4,0.48,6
9.1,0.9987,0.047,171,15.3,0.51,54,0.345,3.09,7.9,0.51,5
10.4,0.992,0.045,61,1.5,0.3,22,0.24,3.31,6.1,0.54,5
9.9,0.992,0.045,167,1.1,0.35,14,0.35,3.34,5.5,0.68,6
9.9,0.9952,0.036,148,8.7,0.41,29,0.24,3.22,6.7,0.62,6
9,0.9983,0.047,162,13.9,0.17,49,0.28,3.21,6.8,0.51,6
10,0.9933,0.04,149,1.4,0.22,41,0.16,3.49,6.4,0.58,6
9.7,0.9958,0.039,172,7.2,0.24,38,0.26,3.49,6.3,0.64,6
11.8,0.9922,0.052,87,1.9,0.42,10,0.22,3.3,7.7,0.49,6
10.2,0.9928,0.044,127,1.7,0.31,30,0.18,3.49,6.5,0.5,7
8.7,0.9976,0.05,192,10.4,0.65,76,0.46,3.16,7.2,0.42,5
9.6,0.9976,0.05,168,13.6,0.51,40,0.3,3.07,7,0.52,7
11.3,0.9916,0.026,93,1.2,0.34,31,0.25,2.93,9.2,0.37,7
12.1,0.9901,0.028,118,1.6,0.34,32,0.28,3,7.8,0.38,7
9.6,0.9976,0.05,168,13.6,0.51,40,0.3,3.07,7,0.52,7
12.1,0.9901,0.028,118,1.6,0.34,32,0.28,3,7.8,0.38,7
11.3,0.9916,0.026,93,1.2,0.34,31,0.25,2.93,9.2,0.37,7
9.4,0.9982,0.046,160,12.2,0.71,22,0.35,2.98,8.4,0.65,5
10.4,0.993,0.049,137,1.6,0.24,16,0.41,3.32,6.1,0.5,6
9.5,0.9969,0.044,165,12.1,0.24,53,0.21,3.25,5.9,0.39,5
9.9,0.9953,0.049,150,9.1,0.42,31,0.21,3.12,6.7,0.74,7
10.4,0.9928,0.046,135,1.4,0.22,16,0.3,3.08,7.4,0.77,7
9.1,0.9945,0.066,165,4.2,0.3,38,0.51,3.2,6.8,0.42,5
11.5,0.9944,0.051,37,12.4,0.34,6,0.35,3.13,7.2,0.39,6
9.8,0.9928,0.048,153,2.2,0.5,59,0.26,3.08,6,0.61,5
9.8,0.9929,0.05,154,2.2,0.51,61,0.26,3.08,6.1,0.6,6
8.7,0.9976,0.051,194,10.8,0.66,77,0.41,3.05,7.4,0.46,5
11.6,0.9912,0.038,107,2.7,0.29,26,0.28,3.32,6.5,0.41,7
12.7,0.99,0.032,151,2.7,0.34,49,0.2,3.16,7.2,0.39,7
10.2,0.9933,0.047,185,1.8,0.3,47,0.22,3.13,8.2,0.5,6
10.2,0.9933,0.047,187,1.8,0.29,47,0.23,3.13,8.2,0.5,6
12.7,0.9899,0.033,153,2.8,0.33,48,0.22,3.15,7.1,0.38,7
12.3,0.9912,0.034,134,6,0.26,42,0.38,3.38,6,0.38,7
9.7,0.9954,0.042,81,10.7,0.22,26,0.24,2.86,7.4,0.36,6
10.1,0.993,0.046,134,1.6,0.3,32,0.25,3.42,6.6,0.51,7
9.7,0.9954,0.042,81,10.7,0.22,26,0.24,2.86,7.4,0.36,6
8.9,0.9963,0.049,157,7.9,0.3,38,0.26,3.13,7.4,0.48,6
10.8,0.992,0.034,136,1.7,0.25,37,0.32,3.47,6.1,0.5,7
9.5,0.995,0.04,136,5.8,0.33,25,0.23,3.19,7,0.58,6
9.1,0.9983,0.059,148,14.5,0.5,6,0.31,2.94,7.1,0.44,5
10.9,0.992,0.037,119,1.2,0.37,48,0.2,3.32,7.3,0.49,6
9.4,0.9968,0.043,152,10.1,0.33,28,0.41,3.2,6.9,0.52,5
10.8,0.9905,0.03,131,1.1,0.07,10,0.45,2.97,6.4,0.28,5
10.8,0.9904,0.03,131,1,0.06,9,0.475,2.97,6.4,0.29,5
10.5,0.9926,0.051,140,0.9,0.38,7,0.27,3.45,6.3,0.5,7
9.4,0.9968,0.043,152,10.1,0.33,28,0.41,3.2,6.9,0.52,5
10.8,0.9928,0.034,127,4.9,0.37,26,0.29,3.17,7,0.44,6
10.8,0.9914,0.045,106,1.4,0.4,31,0.24,2.88,7.2,0.38,6
10.8,0.9905,0.03,131,1.1,0.07,10,0.45,2.97,6.4,0.28,5
10.8,0.9904,0.03,131,1,0.06,9,0.475,2.97,6.4,0.29,5
9.8,0.9924,0.052,134,1.5,0.49,34,0.26,2.99,6.3,0.61,6
9.8,0.9924,0.052,134,1.5,0.49,34,0.26,2.99,6.3,0.61,6
9.6,0.9965,0.049,158,7.5,0.29,38,0.25,3.43,7.3,0.38,5
9.5,0.9993,0.044,161,17.75,0.25,48,0.28,3.34,6.1,0.48,5
11.1,0.992,0.032,95,4.3,0.4,9,0.24,3.09,7.4,0.39,6
8.8,0.9978,0.047,133,11,0.68,37,0.23,2.99,7.5,0.38,5
8.7,0.9978,0.045,133,10.9,0.68,38,0.21,3,7.5,0.36,5
8.7,0.9978,0.045,133,10.9,0.68,38,0.21,3,7.5,0.36,5
11.7,0.9912,0.037,101,2.4,0.33,18,0.32,3.21,7.8,0.65,7
10.8,0.9928,0.051,190,1.8,0.27,52,0.24,3.23,7.7,0.5,6
9.6,0.993,0.057,135,1.4,0.3,33,0.19,3.12,7.4,0.5,6
9,0.9993,0.084,222,16.8,0.41,59,0.46,3.18,6.5,0.58,5
9,0.9965,0.083,171,8.9,0.43,50,0.26,2.85,6.5,0.5,5
10.4,0.9937,0.043,141,6.6,0.12,22,0.32,3.36,5.3,0.6,6
11.4,0.9913,0.045,64,1.1,0.34,3,0.24,3.23,7.2,0.51,5
9.3,0.9934,0.066,128,1.4,0.06,27,0.36,3.26,6,0.55,5
11,0.9952,0.039,130,13.3,0.29,49,0.24,3.33,6.2,0.46,8
9.1,0.9983,0.096,177,10.4,0.12,22,0.56,3.32,7.6,0.45,4
9.4,0.9957,0.048,228,6.2,0.24,31,0.32,3.23,7,0.62,6
10.5,0.9916,0.036,99,1.2,0.33,23,0.31,3.18,5.8,0.6,6
8.8,0.9999,0.05,144,18.05,0.42,35,0.23,3.22,7,0.42,5
10.7,0.9936,0.04,131,4.8,0.33,16,0.24,3.26,6.9,0.64,6
10.9,0.9933,0.033,150,4.5,0.28,46,0.17,3.43,6.1,0.49,6
10.8,0.9934,0.027,140,4.5,0.25,34,0.14,3.49,5.9,0.51,6
10.8,0.9931,0.037,133,4.7,0.28,39,0.17,3.41,6.2,0.46,7
10.3,0.9937,0.046,198,5,0.14,48,0.35,3.3,5.6,0.71,5
10.3,0.9937,0.046,197,5.8,0.14,49,0.335,3.3,5.8,0.71,5
11,0.991,0.047,127,1.2,0.29,33,0.235,3.34,5.6,0.5,7
9.5,0.9969,0.05,163,11.5,0.28,34,0.24,3.31,6.4,0.45,5
9,0.9961,0.058,166,7.8,0.25,44,0.26,3.24,6.3,0.41,5
9.5,0.993,0.061,151,1.1,0.72,7,0.33,3.09,6.5,0.57,4
9,0.9973,0.05,146,12.2,0.34,57,0.105,3.16,7.4,0.37,6
10,0.9944,0.041,190,5.9,0.12,34,0.32,3.16,6,0.72,5
9.1,0.9986,0.067,189,14.4,0.34,35,0.26,3.07,7.1,0.53,7
9.1,0.9986,0.067,189,14.4,0.34,35,0.26,3.07,7.1,0.53,7
9.1,0.9986,0.067,189,14.4,0.34,35,0.26,3.07,7.1,0.53,7
9.1,0.9986,0.067,189,14.4,0.34,35,0.26,3.07,7.1,0.53,7
9.5,0.9972,0.053,134,12.3,0.26,34,0.24,3.34,5.9,0.45,6
11.4,0.9917,0.048,138,2.5,0.37,70,0.21,3.33,6.5,0.75,7
12.2,0.992,0.03,117,5.3,0.35,30,0.27,3.11,7.7,0.42,6
11.3,0.9932,0.028,95,4.9,0.35,27,0.27,3.04,9,0.4,6
11.3,0.9915,0.052,188,3.1,0.25,41,0.27,3.24,6.6,0.4,5
10,0.9922,0.038,234.5,1.4,0.16,122.5,0.29,3.15,6.8,0.47,4
9.4,0.9934,0.049,86,1.9,0.26,12,0.28,3.15,7.1,0.38,5
12.2,0.9952,0.032,133,14,0.34,47,0.25,3.37,6.8,0.5,7
9.2,0.9972,0.094,188,8.3,0.1,23,0.57,3.4,7,0.47,4
9.4,0.9934,0.049,86,1.9,0.26,12,0.28,3.15,7.1,0.38,5
9.6,0.9958,0.052,182,7.4,0.38,49,0.17,3.35,7.1,0.52,6
9.5,0.9944,0.056,130,1.4,0.22,24,0.28,3.28,7.8,0.48,5
12.5,0.9908,0.036,195,1.7,0.37,38,0.22,3.35,6.8,0.72,6
9.3,0.9966,0.047,211,11.6,0.5,60,0.24,3.18,6.4,0.57,5
9.3,0.9972,0.058,199,9.2,0.26,34,0.42,3.14,7.8,0.55,6
11.6,0.9912,0.038,101,1.7,0.36,22,0.28,3.29,6.6,0.57,6
12.5,0.995,0.039,150,14.5,0.34,46,0.32,3.38,7.1,0.5,8
10.6,0.9928,0.038,130,2.1,0.3,18,0.31,3.36,6.7,0.63,6
9.4,0.9968,0.047,206,10.7,0.5,57,0.32,3.08,6.4,0.6,5
11.8,0.991,0.033,94,4.75,0.38,23,0.32,3.42,5.8,0.42,7
11.8,0.991,0.033,94,4.75,0.38,23,0.32,3.42,5.8,0.42,7
9.5,0.997,0.052,165,11.3,0.25,30,0.25,3.24,5.9,0.44,6
9.4,0.9948,0.24,174,4.5,0.32,61,0.27,3.12,6.4,0.48,5
11.2,0.9923,0.052,183,1.7,0.31,50,0.46,3.03,8.1,0.42,5
9,0.9976,0.051,201,13.2,0.26,54,0.36,3.25,6.2,0.46,5
9,0.9984,0.29,193,13,0.3,22,0.67,3.08,6.8,0.67,4
9.1,0.9972,0.044,222,10.7,0.3,61,0.28,3.14,7.2,0.5,6
10.8,0.9922,0.039,125,2,0.37,34,0.17,3.26,6.7,0.6,7
9.9,0.9944,0.037,198,6.4,0.16,36,0.36,3.17,6.1,0.62,6
9.8,0.9942,0.036,191,6.3,0.16,36,0.36,3.17,6,0.62,5
9.8,0.9944,0.036,185,6.3,0.14,34,0.37,3.17,5.9,0.63,5
9.5,0.9997,0.041,225,17.5,0.58,51,0.29,3.16,7.6,0.66,6
9.5,0.9977,0.047,198,14.7,0.28,49,0.34,3.23,6.3,0.46,5
11.1,0.9912,0.022,94,1,0.34,22,0.19,3.23,6.7,0.57,6
9.5,0.9982,0.039,204,14.8,0.51,62,0.31,3.06,7.5,0.6,5
9.4,0.9983,0.042,204,14.2,0.48,62,0.31,3.06,7.4,0.59,5
10.1,0.9927,0.042,84,1.2,0.18,20,0.38,3.22,6.6,0.45,4
12.6,0.9904,0.037,115,3.6,0.26,18,0.25,3.42,5.6,0.5,6
10.9,0.993,0.032,41,6.1,0.46,13,0.27,2.89,8.6,0.34,5
10,0.9941,0.041,218,6.3,0.21,50,0.31,3.15,6.2,0.6,5
11.2,0.9943,0.046,166,4.4,0.45,57,0.18,3.13,7.2,0.62,6
10,0.99855,0.05,130,13.9,0.44,44,0.2,3.11,7.7,0.48,6
9.2,0.99345,0.044,98,1,0.21,13,0.47,3.14,6.2,0.46,5
10,0.99475,0.04,213,7.5,0.39,57,0.31,3.32,6.4,0.43,5
10.8,0.99325,0.038,187,2.7,0.26,39,0.39,3.41,6,0.5,6
10.5,0.9933,0.038,150,1.7,0.27,41,0.21,3.49,6.2,0.71,7
10.5,0.9933,0.038,150,1.7,0.27,41,0.21,3.49,6.2,0.71,7
10.2,0.9937,0.042,127,1.8,0.5,35,0.29,3.45,7.4,0.5,7
8.9,0.99685,0.053,178,9,0.44,62,0.29,3.02,6.6,0.45,5
12.4,0.99035,0.02,89,1.3,0.31,29,0.33,3.26,6.6,0.44,8
10.9,0.9914,0.028,122,1.8,0.4,23,0.3,3.14,7.8,0.39,7
10.2,0.99225,0.041,136,1.2,0.21,35,0.39,3.15,6.4,0.46,5
11.7,0.99155,0.038,114,2.8,0.31,41,0.24,3.37,6.4,0.66,7
9.4,0.9954,0.057,101,8,0.34,19,0.21,2.99,7,0.59,5
10.5,0.99455,0.043,157,5.3,0.31,42,0.16,3.35,6.4,0.47,5
10.4,0.99695,0.042,139,13.8,0.33,25,0.23,3.35,6.5,0.56,6
9.5,0.99655,0.044,240,10,0.48,78,0.25,3.25,6.2,0.47,6
11.1,0.9934,0.022,49,6,0.45,14,0.28,3.01,8.8,0.33,7
9.1,0.998,0.052,183,14.4,0.3,40,0.25,3.02,6.6,0.5,6
9.2,0.9971,0.04,191,9.8,0.25,28,0.38,3.28,6.9,0.61,5
9.2,0.9971,0.04,191,9.8,0.25,28,0.38,3.28,6.9,0.61,5
10.8,0.99215,0.021,142,3.8,0.31,40,0.21,3.17,7.1,0.39,7
9.6,0.9948,0.038,129,5.5,0.3,15,0.25,3.14,6.4,0.49,6
12.6,0.9915,0.022,19,4.6,0.4,5,0.39,3.31,6.9,0.37,3
11,0.99115,0.031,57,1.5,0.3,21,0.2,3.44,5.8,0.55,6
10.2,0.9932,0.03,136,2,0.37,26,0.2,3.28,7,0.61,6
10,0.99535,0.041,160,7.5,0.27,24,0.38,3.17,7.4,0.43,5
12.2,0.99165,0.022,113,2.1,1.66,34,0.2,3.26,7.4,0.55,6
10.5,0.9953,0.033,253,8.5,0.34,31,0.21,3.22,7,0.56,6
11.5,0.9928,0.024,177,7.6,0.4,56,0.29,3.04,7.2,0.32,6
11.4,0.9928,0.025,175,7.35,0.42,51,0.3,3.04,7.3,0.32,6
11.5,0.9928,0.024,177,7.6,0.4,56,0.29,3.04,7.2,0.32,6
10.2,0.9964,0.036,167,10,0.5,78,0.2,3.15,6.9,0.55,6
9.4,0.9987,0.038,160,14,0.42,83,0.2,3.16,6.7,0.5,6
10.5,0.9953,0.033,253,8.5,0.34,31,0.21,3.22,7,0.56,6
12.2,0.9907,0.032,107,1.8,0.44,32,0.28,3.25,7.1,0.48,7
9.3,0.99935,0.051,178,15.2,0.37,68,0.22,3.4,6.8,0.85,6
9.8,0.9932,0.051,136,1.2,0.4,55,0.14,3.3,7.1,0.96,7
9.8,0.9932,0.047,134,1.2,0.4,54,0.13,3.3,7.1,0.97,7
9.8,0.9958,0.049,176,8.1,0.38,44,0.18,3.3,6.9,0.54,6
8.7,1.00055,0.057,247,19.3,0.49,55,0.24,3,6.8,0.56,5
10.2,0.9985,0.039,128,18.6,0.04,38,0.44,3.37,5,0.57,6
9.5,0.99505,0.042,168,5,0.28,36,0.3,3.22,6.3,0.69,6
11,0.992,0.05,135,1.6,0.42,35,0.27,2.94,7.2,0.46,6
9.2,0.9988,0.078,238,13.4,0.63,81,0.5,3.08,6.7,0.44,5
10.9,0.99175,0.028,46,1.6,0.36,7,0.2,3.21,6.8,0.6,6
9.3,0.9962,0.043,113,8.8,0.34,41,0.11,3.42,6.7,0.4,7
9.8,0.9942,0.045,120,5.2,0.31,29,0.12,3.41,6.8,0.46,7
9.3,0.9927,0.13,140,1.1,0.57,58,0.16,3.12,6.6,0.39,7
9.3,0.9927,0.135,144,1.1,0.6,61,0.21,3.12,6.6,0.39,7
9.4,0.99985,0.039,172,16.7,0.3,49,0.27,3.4,6.1,0.45,5
10.4,0.997,0.035,124,10.6,0.45,28,0.27,3.2,9.1,0.46,9
11,0.99215,0.039,98,1.5,0.45,18,0.14,3.02,8.3,0.56,6
9,0.99865,0.052,197,13.7,0.19,47,0.23,3.12,7.2,0.53,5
8.8,1.0006,0.053,145,14.1,0.44,43,0.17,3.28,8.1,0.75,8
9.3,0.99715,0.056,213,9.5,0.22,44,0.29,3.08,7.8,0.61,6
9.5,0.9992,0.053,178,15,0.37,59,0.22,3.37,6.9,0.82,7
9,0.99865,0.052,197,13.7,0.19,47,0.23,3.12,7.2,0.53,5
9.3,0.99815,0.039,119,10.6,0.27,31,0.3,3.27,7.6,0.3,6
9.2,0.99815,0.04,117,11,0.28,31,0.34,3.27,7.7,0.29,6
10,0.9949,0.037,116,7,0.16,26,0.34,3.46,5.8,0.45,7
9.3,0.99815,0.039,119,10.6,0.27,31,0.3,3.27,7.6,0.3,6
9.2,0.99815,0.04,117,11,0.28,31,0.34,3.27,7.7,0.29,6
10,0.99445,0.046,144,4.9,0.08,34,0.46,3.1,6.4,0.56,5
10.9,0.99225,0.033,92,2,0.3,28,0.24,3.39,5.9,0.69,7
9.2,0.9971,0.054,215,8.8,0.23,42,0.42,3.02,7.8,0.58,6
9.6,0.9983,0.046,153,12.5,0.33,47,0.24,3.28,6.9,0.77,6
9.4,0.99445,0.041,113,4.8,0.24,30,0.18,3.42,5.4,0.4,6
11.1,0.99085,0.036,75,1.4,0.31,14,0.18,3.34,6,0.58,8
9.3,0.9953,0.048,222,6.8,0.49,61,0.28,3.19,6,0.47,5
8.9,0.9977,0.036,161,11.2,0.58,44,0.27,3.06,7.8,0.41,6
9.6,0.9975,0.046,205,13.2,0.26,57,0.31,3.17,6.4,0.41,5
9.6,0.99745,0.046,204,13.1,0.26,55,0.29,3.16,6.2,0.41,6
9,0.9976,0.046,246,12,0.17,65,0.39,3.15,6,0.38,6
9.5,0.99775,0.046,206,13.4,0.26,57,0.3,3.17,6.2,0.43,6
9.2,0.9932,0.063,120,1.5,0.05,17,0.41,3.21,6,0.56,6
10.5,0.99785,0.072,229,15.6,0.24,44,0.35,3.03,7.9,0.59,6
9,0.9939,0.04,125,2.8,0.17,24,0.3,3.01,6.2,0.46,5
11.7,0.9939,0.036,77,5.1,0.42,7,0.18,3.16,8.4,0.52,5
9,0.9939,0.04,125,2.8,0.17,24,0.3,3.01,6.2,0.46,5
9.1,0.99675,0.034,133,8.9,0.22,27,0.56,3.2,6.6,0.51,5
12.4,0.98965,0.021,85,1.6,0.29,24,0.36,3.41,6.6,0.61,9
9.2,0.9971,0.071,212,10.2,0.2,28,0.655,2.96,7.3,0.58,6
9.4,0.99445,0.053,104,5.4,0.21,34,0.18,3.3,6.8,0.43,5
11.7,0.9939,0.036,77,5.1,0.42,7,0.18,3.16,8.4,0.52,5
9.8,0.9958,0.042,167,7.2,0.37,36,0.21,3.26,7,0.56,6
10.2,0.9956,0.046,155,8.1,0.38,24,0.25,3.33,6.8,0.59,6
12.5,0.99055,0.031,139,2,0.36,27,0.24,3.28,7.4,0.48,9
10.9,0.9959,0.044,90,10.7,0.36,20,0.16,3.16,7.1,0.44,7
11,0.9925,0.043,90,1.2,0.36,21,0.16,3.16,7.1,0.42,7
11.5,0.9935,0.037,161,5.5,0.4,34,0.17,3.05,7.4,0.62,4
12.8,0.99105,0.044,108,2.7,0.34,34,0.3,3.36,7.3,0.53,8
11.9,0.99085,0.034,177,2.1,0.36,30,0.25,3.25,7.3,0.4,8
11.9,0.99085,0.034,177,2.1,0.36,30,0.25,3.25,7.3,0.4,8
12,0.9924,0.034,126,6,0.35,12,0.34,3.16,7.5,0.39,7
12,0.9924,0.036,126,6.3,0.35,12,0.33,3.16,7.6,0.39,7
8.8,0.99975,0.044,169,13.4,0.32,35,0.23,3.12,8.7,0.47,7
10.8,0.99315,0.036,101,1.7,0.35,33,0.19,3.21,6.9,0.54,7
11,0.9917,0.034,118,1.6,0.29,29,0.21,3.3,7.3,0.5,8
11,0.9917,0.034,118,1.6,0.29,29,0.21,3.3,7.3,0.5,8
9.3,0.99845,0.035,153,15.4,0.37,62,0.22,3.02,6.6,0.4,5
10.8,0.9921,0.026,73,1.2,0.27,17,0.34,3.08,9.2,0.39,5
8.8,0.99975,0.044,169,13.4,0.32,35,0.23,3.12,8.7,0.47,7
11.5,0.9909,0.03,105,1.8,0.24,30,0.2,3.31,6,0.47,6
9.4,0.99855,0.042,166,13.6,0.49,58,0.38,3.1,8.2,0.54,5
9.5,0.9934,0.036,117,1.3,0.36,40,0.18,3.27,6.9,0.95,7
8.6,0.9978,0.039,151,11.1,0.58,41,0.34,3.06,7.7,0.49,5
9.5,0.9934,0.036,117,1.3,0.36,40,0.18,3.27,6.9,0.95,7
10.3,0.9949,0.038,116,2.1,0.35,30,0.2,3.49,7.4,0.77,7
9.4,0.9986,0.042,169,13.7,0.48,59,0.4,3.1,8.2,0.52,5
10,0.99725,0.038,149,10.2,0.39,60,0.22,3.17,6.7,0.54,7
10.4,0.99255,0.03,103,1.7,0.35,38,0.27,3.22,8.1,0.63,8
9.1,0.9996,0.041,182,14.2,0.42,57,0.25,3.29,7.3,0.75,7
9.9,0.9939,0.028,163,6.5,0,33,0.34,3.36,4.8,0.61,6
12.1,0.99,0.029,111,1.7,0.33,24,0.28,3.24,6.2,0.5,6
12.5,0.9886,0.021,117,2.2,0.33,26,0.27,3.12,6.1,0.3,6
9.5,0.9934,0.036,117,1.3,0.36,40,0.18,3.27,6.9,0.95,7
9.4,0.9956,0.08,159,9.7,0.65,11,0.45,3.04,6,0.48,5
8.6,0.9978,0.039,151,11.1,0.58,41,0.34,3.06,7.7,0.49,5
9.6,0.9939,0.037,33,1.4,0.47,5,0.17,2.89,10.3,0.28,3
10,0.993,0.037,141,2.2,0.32,28,0.21,3.2,7.1,0.57,7
12.7,0.9898,0.018,119,4.2,0.34,57,0.36,3.28,6.9,0.36,9
10.2,0.9921,0.119,104,1.6,0.34,33,0.28,3.19,6,0.38,6
8.9,0.9932,0.126,110,1.4,0.54,37,0.16,3.23,6.2,0.37,6
11.9,0.9919,0.037,111,2.2,0.36,18,0.12,3.41,6.9,0.82,8
10,0.993,0.037,141,2.2,0.32,28,0.21,3.2,7.1,0.57,7
9.9,0.9953,0.04,121,1.9,0.44,9,0.36,3.19,8.8,0.48,6
11.5,0.9928,0.022,125,6,0.43,22,0.26,3.13,7.4,0.55,6
9.8,0.9976,0.035,236,12.2,0.29,38,0.23,3.35,6.8,0.52,6
12.2,0.9906,0.024,105,2.6,0.27,20,0.34,3.4,6.1,0.67,7
11,0.99185,0.044,90,2,0.32,34,0.3,3.37,6.5,0.68,7
11,0.9908,0.031,114,1.2,0.18,40,0.26,3.42,5.8,0.4,7
11,0.9908,0.031,114,1.2,0.18,40,0.26,3.42,5.8,0.4,7
10.3,0.9918,0.043,67,1.1,0.39,17,0.19,3.23,5.6,0.53,6
10.9,0.9915,0.039,67,1.4,0.29,13,0.26,3.05,6.6,0.49,6
10.5,0.9952,0.047,242,8.5,0.28,52,0.18,3.22,6.8,0.53,6
9.7,0.9983,0.046,113,13.2,0.29,26,0.29,3.25,8,0.37,6
8.9,0.9975,0.048,229,12.8,0.35,63,0.28,3.08,6.1,0.4,5
9.6,0.995,0.047,206,7.7,0.3,60,0.31,3.2,5.9,0.39,6
8.8,0.9944,0.056,159,2.4,0.28,49,0.21,3.02,6.9,0.47,8
10.3,0.9944,0.048,72,1.3,0.45,8,0.27,3.08,8.3,0.61,4
12.2,0.9908,0.036,124,2.1,0.39,30,0.25,3.28,7.1,0.43,8
9.9,0.99425,0.04,144,5.8,0.2,24,0.33,3.15,6.3,0.63,5
9.9,0.99425,0.042,143,5.6,0.19,22,0.33,3.15,6.2,0.63,5
9.9,0.9943,0.041,145,5.8,0.19,22,0.34,3.15,6.3,0.63,5
9.2,0.9924,0.038,30,0.8,0.05,11,0.29,3.36,5.8,0.35,5
9.5,0.9946,0.05,88,1.2,0.26,11.5,0.32,3.24,8,0.37,4
9.2,0.9924,0.038,30,0.8,0.05,11,0.29,3.36,5.6,0.35,5
10.3,0.995,0.042,137,4.7,0.39,36,0.13,3.36,7.4,0.56,7
11,0.9919,0.037,124,1.6,0.32,23,0.3,2.93,7.7,0.33,6
11.9,0.99,0.031,107,1.4,0.34,27,0.24,3.06,7,0.39,6
9.4,0.9956,0.057,144,4.6,0.32,59,0.11,3.55,7,0.44,7
8.9,0.9978,0.036,153,10.6,0.62,56,0.32,3.13,7.7,0.44,6
